Latitude_Degrees,Longitude_Degrees,ClimSST,Temperature_Mean,Depth_m,Windspeed,SSTA,Distance_to_Plastic_km,Nearest_Plastic_Weight_kg,Is_Heavily_Polluted,Distance_to_Oil_Spill_km,Nearest_Oil_Spill_Gallons,Percent_Bleaching
-18.6606,146.5407,299.23,299.26,5,6,-2.73,151.0268759,343.7,0,2937.108669,147000,0
-18.6573,146.5429,299.23,299.26,9,5,-1.97,150.895767,343.7,0,2937.52375,147000,0
-18.6573,146.5429,299.23,299.26,9,5,-1.97,150.895767,343.7,0,2937.52375,147000,0
-18.6573,146.5429,299.27,299.26,4.5,8,1.39,150.895767,343.7,0,2937.52375,147000,0
-18.6573,146.5429,299.27,299.26,4.5,8,1.39,150.895767,343.7,0,2937.52375,147000,0
-18.5784,146.4824,299.7,299.26,3,5,0.54,140.0821942,343.7,0,2938.435621,147000,0
-18.5784,146.4824,299.7,299.26,3,5,0.54,140.0821942,343.7,0,2938.435621,147000,0
-18.5612,146.4882,298.11,299.25,3.8,8,0.51,139.0361481,343.7,0,2940.150422,147000,0
-18.5612,146.4882,298.11,299.25,3.8,8,0.51,139.0361481,343.7,0,2940.150422,147000,0
-18.5524,146.4883,298.11,299.25,5,8,0.51,138.3087185,343.7,0,2940.799618,147000,0
-18.5524,146.4883,298.11,299.25,5,8,0.51,138.3087185,343.7,0,2940.799618,147000,0
-18.5492,146.4879,298.11,299.25,5,8,0.51,138.0144321,343.7,0,2941.000991,147000,0
-18.5492,146.4879,298.11,299.25,5,8,0.51,138.0144321,343.7,0,2941.000991,147000,0
-18.4317,146.9867,297.92,299.29,5,4,-0.49,170.1257886,343.7,0,2989.350643,147000,0
-18.4317,146.9867,297.92,299.29,5,4,-0.49,170.1257886,343.7,0,2989.350643,147000,0
-16.9381,146.1995,300.34,299.59,6,6,-0.24,97.31104298,343.7,0,3038.926939,147000,0
-16.9381,146.1995,300.34,299.59,6,6,-0.24,97.31104298,343.7,0,3038.926939,147000,0
-16.9351,146.2032,299.34,299.59,7.5,7,-0.61,97.81776153,343.7,0,3039.442011,147000,0
-16.9351,146.2032,299.34,299.59,7.5,7,-0.61,97.81776153,343.7,0,3039.442011,147000,0
-16.5294,145.9903,299.66,299.57,5,7,1.07,113.5415665,341.97,0,3000.440968,4500,0
-16.5294,145.9903,299.66,299.57,5,7,1.07,113.5415665,341.97,0,3000.440968,4500,0
-16.5294,146.0153,297.32,299.57,5,5,0.47,112.379156,341.97,0,3001.580631,4500,0
-16.5294,146.0153,297.32,299.57,5,5,0.47,112.379156,341.97,0,3001.580631,4500,0
-16.4211,145.995,299.19,299.63,5,7,0.42,102.6560907,341.97,0,2989.772059,4500,0
-16.4211,145.995,299.19,299.63,5,7,0.42,102.6560907,341.97,0,2989.772059,4500,0
-16.4211,145.995,299.19,299.63,5,7,0.42,102.6560907,341.97,0,2989.772059,4500,0
-16.4211,145.995,299.19,299.63,5,7,0.42,102.6560907,341.97,0,2989.772059,4500,0
-16.25,145.8331,301.45,299.58,7,3,0.35,97.58376668,341.97,0,2965.187991,4500,0
-16.25,145.8331,301.45,299.58,7,3,0.35,97.58376668,341.97,0,2965.187991,4500,0
-16.25,145.8331,299.32,299.58,6,5,0.33,97.58376668,341.97,0,2965.187991,4500,0
-16.25,145.8331,299.32,299.58,6,5,0.33,97.58376668,341.97,0,2965.187991,4500,0
-16.2429,145.8694,299.37,299.6,4,8,0.06,94.36206519,341.97,0,2966.127264,4500,0
-16.2429,145.8694,299.37,299.6,4,8,0.06,94.36206519,341.97,0,2966.127264,4500,0
-16.2429,145.8694,300.63,299.6,5,7,-1.1,94.36206519,341.97,0,2966.127264,4500,0
-16.2429,145.8694,300.63,299.6,5,7,-1.1,94.36206519,341.97,0,2966.127264,4500,0
-16.2423,145.8597,299.37,299.6,5,8,0.06,95.01369496,341.97,0,2965.624649,4500,0
-16.2423,145.8597,299.37,299.6,5,8,0.06,95.01369496,341.97,0,2965.624649,4500,0
-16.2423,145.8597,297.67,299.6,5,8,-0.46,95.01369496,341.97,0,2965.624649,4500,0
-16.2423,145.8597,297.67,299.6,5,8,-0.46,95.01369496,341.97,0,2965.624649,4500,0
-16.2423,145.8597,297.46,299.6,5,7,-0.57,95.01369496,341.97,0,2965.624649,4500,0
-16.2423,145.8597,297.46,299.6,5,7,-0.57,95.01369496,341.97,0,2965.624649,4500,0
-16.2419,145.8622,301.19,299.6,8,5,-0.29,94.79977651,341.97,0,2965.698393,4500,0
-16.2419,145.8622,301.19,299.6,8,5,-0.29,94.79977651,341.97,0,2965.698393,4500,0
-16.2407,145.869,299.69,299.6,4,7,0.24,94.21021236,341.97,0,2965.887843,4500,0
-16.2407,145.869,299.69,299.6,4,7,0.24,94.21021236,341.97,0,2965.887843,4500,0
-16.2407,145.869,299.37,299.6,5,8,0.06,94.21021236,341.97,0,2965.887843,4500,0
-16.2407,145.869,299.37,299.6,5,8,0.06,94.21021236,341.97,0,2965.887843,4500,0
-16.2407,145.869,300.33,299.6,5,9,0.38,94.21021236,341.97,0,2965.887843,4500,0
-16.2407,145.869,300.33,299.6,5,9,0.38,94.21021236,341.97,0,2965.887843,4500,0
-16.2218,146.0117,299.26,299.71,5,6,-0.7,82.96221328,341.97,0,2970.536021,4500,0
-16.2218,146.0117,299.26,299.71,5,6,-0.7,82.96221328,341.97,0,2970.536021,4500,0
-16.2218,146.0117,300.12,299.71,6,8,-1.59,82.96221328,341.97,0,2970.536021,4500,0
-16.2218,146.0117,300.12,299.71,6,8,-1.59,82.96221328,341.97,0,2970.536021,4500,0
-16.2218,146.0117,300.12,299.71,10,8,-1.59,82.96221328,341.97,0,2970.536021,4500,0
-16.2218,146.0117,300.12,299.71,10,8,-1.59,82.96221328,341.97,0,2970.536021,4500,0
-16.018,145.8064,298.05,299.58,5,9,-0.5,83.3208427,341.97,0,2940.644429,4500,0
-16.018,145.8064,298.05,299.58,5,9,-0.5,83.3208427,341.97,0,2940.644429,4500,0
-16.0165,145.8072,299.76,299.58,5,7,0.48,83.15923016,341.97,0,2940.530333,4500,0
-16.0165,145.8072,299.76,299.58,5,7,0.48,83.15923016,341.97,0,2940.530333,4500,0
-16.0165,145.8072,300.89,299.58,5,5,0.51,83.15923016,341.97,0,2940.530333,4500,0
-16.0165,145.8072,300.89,299.58,5,5,0.51,83.15923016,341.97,0,2940.530333,4500,0
-16.0161,145.7942,299.76,299.58,6,8,-0.5,84.31222187,341.97,0,2939.895277,4500,0
-16.0161,145.7942,299.76,299.58,6,8,-0.5,84.31222187,341.97,0,2939.895277,4500,0
-16.006,145.8487,299.49,299.62,2.5,8,0.1,78.80088242,341.97,0,2941.378906,4500,0
-16.006,145.8487,299.49,299.62,2.5,8,0.1,78.80088242,341.97,0,2941.378906,4500,0
-16.006,145.8487,299.77,299.62,5,7,0.54,78.80088242,341.97,0,2941.378906,4500,0
-16.006,145.8487,299.77,299.62,5,7,0.54,78.80088242,341.97,0,2941.378906,4500,0
-15.9362,145.8132,300.07,299.59,7,7,0.34,78.16549411,341.97,0,2932.739841,4500,0
-15.9362,145.8132,300.07,299.59,7,7,0.34,78.16549411,341.97,0,2932.739841,4500,0
-15.3957,145.7642,298.39,299.57,5,7,-0.27,78.72571274,341.97,0,2876.283688,4500,0
-15.3957,145.7642,298.39,299.57,5,7,-0.27,78.72571274,341.97,0,2876.283688,4500,0
-15.3957,145.7642,297.91,299.57,5,8,0.17,78.72571274,341.97,0,2876.283688,4500,0
-15.3957,145.7642,297.91,299.57,5,8,0.17,78.72571274,341.97,0,2876.283688,4500,0
-14.9289,145.6771,298.24,299.55,5,9,0.63,83.7630463,14.69,0,2825.51884,4500,0
-14.9289,145.6771,298.24,299.55,5,9,0.63,83.7630463,14.69,0,2825.51884,4500,0
-14.9289,145.6771,298.72,299.55,5,8,-0.81,83.7630463,14.69,0,2825.51884,4500,0
-14.9289,145.6771,298.72,299.55,5,8,-0.81,83.7630463,14.69,0,2825.51884,4500,0
-12.1592,96.816,301.31,300.28,10,5,-0.79,125.0234851,454.53,0,2514.725719,3450,0
-12.1592,96.816,301.31,300.28,10,5,-0.79,125.0234851,454.53,0,2514.725719,3450,0
-12.1365,96.922,301.45,300.35,10,7,0.57,123.3697916,454.53,0,2503.32833,3450,0
-12.1365,96.922,301.45,300.35,10,7,0.57,123.3697916,454.53,0,2503.32833,3450,0
-12.135,96.905,301.4,300.34,10,4,1.27,124.1029455,454.53,0,2504.893641,3450,0
-12.135,96.905,301.4,300.34,10,4,1.27,124.1029455,454.53,0,2504.893641,3450,0
-12.1329,96.8317,301.4,300.3,10,7,0.41,126.3788484,394.54,0,2511.870053,3450,0
-12.1329,96.8317,301.4,300.3,10,7,0.41,126.3788484,394.54,0,2511.870053,3450,0
-12.1038,96.8917,300.39,300.34,10,6,0.28,127.8520634,454.53,0,2504.58934,3450,0
-12.1038,96.8917,300.39,300.34,10,6,0.28,127.8520634,454.53,0,2504.58934,3450,0
-11.8297,96.8174,300.19,300.42,10,7,-0.28,122.9009422,394.54,0,2498.015604,3450,0
-11.8297,96.8174,300.19,300.42,10,7,-0.28,122.9009422,394.54,0,2498.015604,3450,0
-11.8172,96.8167,301.52,300.42,10,7,0.97,122.9423729,394.54,0,2497.462968,3450,0
-11.8172,96.8167,301.52,300.42,10,7,0.97,122.9423729,394.54,0,2497.462968,3450,0
-11.8172,96.8167,301.52,300.42,10,4,1.65,122.9423729,394.54,0,2497.462968,3450,0
-11.8172,96.8167,301.52,300.42,10,4,1.65,122.9423729,394.54,0,2497.462968,3450,0
-10.4292,105.6672,262.15,300.73,7,5,0.17,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,7,5,0.17,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,3.5,5,0.17,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,3.5,5,0.17,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,3.5,8,-0.59,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,3.5,8,-0.59,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,8,10,-0.46,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,8,10,-0.46,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,6.5,8,-0.59,271.2461177,100.2,0,1597.387077,3450,0
-10.4292,105.6672,262.15,300.73,6.5,8,-0.59,271.2461177,100.2,0,1597.387077,3450,0
-10.4154,105.6851,262.15,300.73,4,10,-0.46,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,4,10,-0.46,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,10,9,-0.41,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,10,9,-0.41,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,10.5,7,-0.24,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,10.5,7,-0.24,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,5.5,7,-0.24,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,5.5,7,-0.24,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,6,8,-0.61,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,6,8,-0.61,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,11,8,-0.61,268.771666,100.2,0,1594.899992,3450,0
-10.4154,105.6851,262.15,300.73,11,8,-0.61,268.771666,100.2,0,1594.899992,3450,0
23.9472,-74.5511,300.57,299.84,7,3,-0.76,125.2290336,481.07,0,158.0781627,273000,0
23.9472,-74.5511,300.57,299.84,7,3,-0.76,125.2290336,481.07,0,158.0781627,273000,0
23.9472,-74.5511,300.57,299.84,6,6,-0.81,125.2290336,481.07,0,158.0781627,273000,0
23.9472,-74.5511,300.57,299.84,6,6,-0.81,125.2290336,481.07,0,158.0781627,273000,0
22.4493,-73.1309,299.06,300.1,13,6,-0.28,181.5811207,76.21,0,76.34117499,273000,0
22.4493,-73.1309,299.06,300.1,13,6,-0.28,181.5811207,76.21,0,76.34117499,273000,0
22.4875,-73.1333,299.03,300.09,13,10,0.04,178.5642587,76.21,0,72.14162811,273000,0
22.5947,-73.6267,299.47,300.06,5.5,4,0.18,208.5963015,76.21,0,67.83807679,273000,0
22.5947,-73.6267,299.47,300.06,5.5,4,0.18,208.5963015,76.21,0,67.83807679,273000,0
22.5958,-73.6267,298.88,300.06,4,10,0.68,208.5252166,76.21,0,67.73271812,273000,0
22.5958,-73.6267,298.88,300.06,4,10,0.68,208.5252166,76.21,0,67.73271812,273000,0
22.5958,-73.6267,298.88,300.06,12,10,0.68,208.5252166,76.21,0,67.73271812,273000,0
22.5958,-73.6267,298.88,300.06,12,10,0.68,208.5252166,76.21,0,67.73271812,273000,0
23.635,-74.8483,299.5,299.93,8,11,-0.55,81.72513008,481.07,0,169.0444675,273000,0
23.635,-74.8483,299.5,299.93,8,11,-0.55,81.72513008,481.07,0,169.0444675,273000,0
23.6386,-74.8511,299.5,299.93,5.5,11,-0.55,81.63874991,481.07,0,169.4471431,273000,0
23.6386,-74.8511,299.5,299.93,5.5,11,-0.55,81.63874991,481.07,0,169.4471431,273000,0
24.4317,-76.6857,299.23,299.86,14,5,0.11,77.3663591,70.42,0,106.3688136,1550000,0
24.4317,-76.6857,299.23,299.86,14,5,0.11,77.3663591,70.42,0,106.3688136,1550000,0
24.4334,-76.6809,299.23,299.86,6,5,0.11,76.91491641,70.42,0,106.0294931,1550000,0
24.4334,-76.6809,299.23,299.86,6,5,0.11,76.91491641,70.42,0,106.0294931,1550000,0
24.4334,-76.6809,299.23,299.86,11.5,7,-0.44,76.91491641,70.42,0,106.0294931,1550000,0
24.4334,-76.6809,299.23,299.86,11.5,7,-0.44,76.91491641,70.42,0,106.0294931,1550000,0
24.6942,-76.2177,298.89,299.74,6.7,6,-0.63,31.03661059,70.42,0,72.01300966,1550000,0
24.6942,-76.2177,298.89,299.74,6.7,6,-0.63,31.03661059,70.42,0,72.01300966,1550000,0
24.7404,-76.2404,262.15,299.72,10,6,-0.37,26.12204343,70.42,0,66.58849633,1550000,0
24.7404,-76.2404,262.15,299.72,10,6,-0.37,26.12204343,70.42,0,66.58849633,1550000,0
24.8178,-76.3483,298.5,299.84,4.5,7,0.71,22.54130265,70.42,0,57.3408889,1550000,0
24.8178,-76.3483,298.5,299.84,4.5,7,0.71,22.54130265,70.42,0,57.3408889,1550000,0
24.8327,-76.35,299.21,299.84,8.3,6,-0.09,21.41541478,70.42,0,55.68958164,1550000,0
24.8327,-76.35,299.21,299.84,8.3,6,-0.09,21.41541478,70.42,0,55.68958164,1550000,0
25.0195,-77.5693,299.74,299.69,8,7,-0.71,15.12116293,432.84,1,129.1817167,1550000,0
25.0195,-77.5693,299.74,299.69,8,7,-0.71,15.12116293,432.84,1,129.1817167,1550000,0
25.0222,-77.5703,301.7,299.69,6,7,0.3,15.37520279,432.84,1,129.1965761,1550000,0
25.0222,-77.5703,301.7,299.69,6,7,0.3,15.37520279,432.84,1,129.1965761,1550000,0
25.0895,-77.3412,299.78,299.65,2.5,7,-1.42,19.43252385,432.84,1,104.9585538,1550000,0
25.0895,-77.3412,299.78,299.65,2.5,7,-1.42,19.43252385,432.84,1,104.9585538,1550000,0
25.093,-77.233,297.02,299.49,4.5,10,0.4,27.17954124,432.84,1,94.3724329,1550000,0
25.093,-77.233,297.02,299.49,4.5,10,0.4,27.17954124,432.84,1,94.3724329,1550000,0
25.5819,-79.298,302.55,300.22,1.5,6,-0.02,111.0056925,408.45,0,45.94839087,3450,0
25.5819,-79.298,302.55,300.22,1.5,6,-0.02,111.0056925,408.45,0,45.94839087,3450,0
25.6573,-79.3056,303.14,300.1,5,3,-0.06,113.7702896,408.45,0,44.55143915,3450,0
25.6573,-79.3056,303.14,300.1,5,3,-0.06,113.7702896,408.45,0,44.55143915,3450,0
25.6573,-79.3056,302.29,300.07,1,4,-0.64,113.7702896,408.45,0,44.55143915,3450,0
25.6573,-79.3056,302.29,300.07,1,4,-0.64,113.7702896,408.45,0,44.55143915,3450,0
25.6626,-79.3077,302.06,300.14,5,8,0.88,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.06,300.14,5,8,0.88,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.29,300.14,1,3,0.19,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.29,300.14,1,3,0.19,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.8,300.14,5,3,0.76,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.8,300.14,5,3,0.76,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.69,300.14,5,4,0.97,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.69,300.14,5,4,0.97,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.06,300.14,5,3,1.13,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.06,300.14,5,3,1.13,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,301.8,300.14,5,6,-0.64,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,301.8,300.14,5,6,-0.64,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.29,300.14,5,3,-0.1,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.29,300.14,5,3,-0.1,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.06,300.14,5,2,-1.57,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.06,300.14,5,2,-1.57,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.29,300.14,5,4,-0.13,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.29,300.14,5,4,-0.13,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.8,300.14,5,5,0.62,114.1361087,408.45,0,44.35470086,3450,0
25.6626,-79.3077,302.8,300.14,5,5,0.62,114.1361087,408.45,0,44.35470086,3450,0
25.6629,-79.3089,302.65,300.14,2.5,4,-0.33,114.2609105,408.45,0,44.23549645,3450,0
25.6629,-79.3089,302.65,300.14,2.5,4,-0.33,114.2609105,408.45,0,44.23549645,3450,0
25.6629,-79.3089,302.49,300.14,2,5,-0.12,114.2609105,408.45,0,44.23549645,3450,0
25.6629,-79.3089,302.49,300.14,2,5,-0.12,114.2609105,408.45,0,44.23549645,3450,0
13.055,-59.5411,301.67,300.42,10,5,0.97,143.5296293,376.86,0,320.1892099,3450,0
13.055,-59.5411,301.67,300.42,10,5,0.97,143.5296293,376.86,0,320.1892099,3450,0
13.055,-59.5411,301.67,300.42,11,7,-0.67,143.5296293,376.86,0,320.1892099,3450,0
13.055,-59.5411,301.67,300.42,11,7,-0.67,143.5296293,376.86,0,320.1892099,3450,0
13.0858,-59.6126,262.15,300.48,11.5,7,0,148.7322687,376.86,0,318.6583441,3450,0
13.0858,-59.6126,262.15,300.48,11.5,7,0,148.7322687,376.86,0,318.6583441,3450,0
13.0906,-59.6131,262.15,300.48,10,5,0.63,149.2613138,376.86,0,319.0736138,3450,0
13.0906,-59.6131,262.15,300.48,10,5,0.63,149.2613138,376.86,0,319.0736138,3450,0
13.0626,-59.5566,301.67,300.42,3,7,-0.67,144.7310236,376.86,0,319.9230953,3450,0
13.0626,-59.5566,301.67,300.42,3,7,-0.67,144.7310236,376.86,0,319.9230953,3450,0
13.2278,-59.6406,299.78,300.47,1,9,-0.07,164.7657925,376.86,0,330.3405368,3450,0
13.2278,-59.6406,299.78,300.47,1,9,-0.07,164.7657925,376.86,0,330.3405368,3450,0
13.2606,-59.6459,262.15,300.5,10,8,0.14,168.4381186,376.86,0,333.1566499,3450,0
13.2606,-59.6459,262.15,300.5,10,8,0.14,168.4381186,376.86,0,333.1566499,3450,0
13.2617,-59.645,262.15,300.5,11,5,0.22,168.5315471,376.86,0,333.311715,3450,0
13.2617,-59.645,262.15,300.5,11,5,0.22,168.5315471,376.86,0,333.311715,3450,0
13.2617,-59.645,262.15,300.5,11.5,5,0.6,168.5315471,376.86,0,333.311715,3450,0
13.2617,-59.645,262.15,300.5,11.5,5,0.6,168.5315471,376.86,0,333.311715,3450,0
16.4459,-88.1958,302.75,301.31,3,6,0.29,27.33856005,465.85,1,75.34065109,3450,0
16.4459,-88.1958,302.75,301.31,3,6,0.29,27.33856005,465.85,1,75.34065109,3450,0
16.5084,-87.9843,302.56,301.21,3,5,1.36,46.18285385,465.85,1,72.72305365,3450,0
16.5084,-87.9843,302.56,301.21,3,5,1.36,46.18285385,465.85,1,72.72305365,3450,0
16.713,-87.8661,301.82,301.11,1.5,7,0.79,59.94600878,465.85,0,93.38589694,3450,0
16.713,-87.8661,301.82,301.11,1.5,7,0.79,59.94600878,465.85,0,93.38589694,3450,0
16.713,-87.8661,301.82,301.11,6.7,7,0.79,59.94600878,465.85,0,93.38589694,3450,0
16.713,-87.8661,301.82,301.11,6.7,7,0.79,59.94600878,465.85,0,93.38589694,3450,0
16.7179,-87.8713,301.82,301.11,2.7,7,0.79,59.5474659,465.85,0,93.96266897,3450,0
16.7179,-87.8713,301.82,301.11,2.7,7,0.79,59.5474659,465.85,0,93.96266897,3450,0
16.7179,-87.8713,301.82,301.11,15,7,0.79,59.5474659,465.85,0,93.96266897,3450,0
16.7179,-87.8713,301.82,301.11,15,7,0.79,59.5474659,465.85,0,93.96266897,3450,0
16.7204,-87.8947,302.41,301.11,3,5,1.4,57.21841985,465.85,0,94.42744717,3450,0
16.7204,-87.8947,302.41,301.11,3,5,1.4,57.21841985,465.85,0,94.42744717,3450,0
16.7517,-87.8148,302.42,301.09,2,5,0.92,66.36123392,465.85,0,97.5404004,3450,0
16.7517,-87.8148,302.42,301.09,2,5,0.92,66.36123392,465.85,0,97.5404004,3450,0
16.811,-88.0819,302.63,301.14,3,5,0.41,43.51976401,465.85,1,107.9102461,3450,0
16.811,-88.0819,302.63,301.14,3,5,0.41,43.51976401,465.85,1,107.9102461,3450,0
17.208,-87.5479,302.28,300.98,4,5,0.73,115.429835,465.85,0,151.0211827,3450,0
17.208,-87.5479,302.28,300.98,4,5,0.73,115.429835,465.85,0,151.0211827,3450,0
17.2217,-87.6038,302.26,300.96,2,5,0.58,111.7211155,465.85,0,151.5107823,3450,0
17.2217,-87.6038,302.26,300.96,2,5,0.58,111.7211155,465.85,0,151.5107823,3450,0
17.344,-88.0292,302.26,301.01,3,5,1.83,94.23909248,465.85,0,164.962239,3450,0
17.344,-88.0292,302.26,301.01,3,5,1.83,94.23909248,465.85,0,164.962239,3450,0
17.6849,-88.0103,302.47,301.09,4,5,1.14,130.1090069,465.85,0,202.3595434,3450,0
17.6849,-88.0103,302.47,301.09,4,5,1.14,130.1090069,465.85,0,202.3595434,3450,0
17.6849,-88.0103,301.91,301.09,5.8,4,-0.11,130.1090069,465.85,0,202.3595434,3450,0
17.6849,-88.0103,301.91,301.09,5.8,4,-0.11,130.1090069,465.85,0,202.3595434,3450,0
17.6849,-88.0103,302.35,301.09,5,4,1.95,130.1090069,465.85,0,202.3595434,3450,0
17.6849,-88.0103,302.35,301.09,5,4,1.95,130.1090069,465.85,0,202.3595434,3450,0
17.7854,-87.9921,302.33,301.09,3.3,4,1.23,141.3093341,465.85,0,213.3007858,3450,0
17.7854,-87.9921,302.33,301.09,3.3,4,1.23,141.3093341,465.85,0,213.3007858,3450,0
17.7854,-87.9921,301.99,301.09,3.3,4,0.48,141.3093341,465.85,0,213.3007858,3450,0
17.7854,-87.9921,301.99,301.09,3.3,4,0.48,141.3093341,465.85,0,213.3007858,3450,0
17.7854,-87.9921,301.99,301.09,13,4,0.48,141.3093341,465.85,0,213.3007858,3450,0
17.7854,-87.9921,301.99,301.09,13,4,0.48,141.3093341,465.85,0,213.3007858,3450,0
17.8256,-87.9838,301.85,301.06,2.7,4,0.39,145.8290682,465.85,0,217.6799191,3450,0
17.8256,-87.9838,301.85,301.06,2.7,4,0.39,145.8290682,465.85,0,217.6799191,3450,0
17.8256,-87.9838,302.31,301.06,2.7,4,1.13,145.8290682,465.85,0,217.6799191,3450,0
17.8256,-87.9838,302.31,301.06,2.7,4,1.13,145.8290682,465.85,0,217.6799191,3450,0
17.8339,-87.9939,302.42,301.07,3,7,-0.44,146.3776738,465.85,0,218.6897803,3450,0
17.8339,-87.9939,302.42,301.07,3,7,-0.44,146.3776738,465.85,0,218.6897803,3450,0
17.8339,-87.9939,302.42,301.07,3,7,-1.56,146.3776738,465.85,0,218.6897803,3450,0
17.8339,-87.9939,302.42,301.07,3,7,-1.56,146.3776738,465.85,0,218.6897803,3450,0
17.8607,-87.9732,302.33,301.01,1.7,4,1.16,149.8872523,465.85,0,221.4822557,3450,0
17.8607,-87.9732,302.33,301.01,1.7,4,1.16,149.8872523,465.85,0,221.4822557,3450,0
17.8607,-87.9732,301.68,301.01,1.7,6,-0.34,149.8872523,465.85,0,221.4822557,3450,0
17.8607,-87.9732,301.68,301.01,1.7,6,-0.34,149.8872523,465.85,0,221.4822557,3450,0
17.8807,-87.9652,301.66,300.95,1.5,6,-0.09,152.2642699,465.85,0,223.6381065,3450,0
17.8807,-87.9652,301.66,300.95,1.5,6,-0.09,152.2642699,465.85,0,223.6381065,3450,0
17.8822,-87.9643,302.16,300.95,1.3,3,0.31,152.4524644,465.85,0,223.7977379,3450,0
17.8822,-87.9643,302.16,300.95,1.3,3,0.31,152.4524644,465.85,0,223.7977379,3450,0
17.9073,-87.9528,301.66,300.95,11.7,6,-0.09,155.4842024,465.85,0,226.5003552,3450,0
17.9073,-87.9528,301.66,300.95,11.7,6,-0.09,155.4842024,465.85,0,226.5003552,3450,0
17.9073,-87.9528,301.66,300.95,3,6,-0.09,155.4842024,465.85,0,226.5003552,3450,0
17.9073,-87.9528,301.66,300.95,3,6,-0.09,155.4842024,465.85,0,226.5003552,3450,0
17.9073,-87.9528,302.27,300.95,2.7,4,-0.85,155.4842024,465.85,0,226.5003552,3450,0
17.9073,-87.9528,302.27,300.95,2.7,4,-0.85,155.4842024,465.85,0,226.5003552,3450,0
17.9124,-87.9506,302.16,300.95,1.3,3,0.31,156.0957224,465.85,0,227.0514742,3450,0
17.9124,-87.9506,302.16,300.95,1.3,3,0.31,156.0957224,465.85,0,227.0514742,3450,0
17.9124,-87.9506,301.66,300.95,1.5,6,-0.09,156.0957224,465.85,0,227.0514742,3450,0
17.9124,-87.9506,301.66,300.95,1.5,6,-0.09,156.0957224,465.85,0,227.0514742,3450,0
17.9301,-87.9394,302.22,300.91,1.7,4,-0.33,158.337497,465.85,0,228.9447141,3450,0
17.9301,-87.9394,302.22,300.91,1.7,4,-0.33,158.337497,465.85,0,228.9447141,3450,0
17.9301,-87.9394,301.55,300.91,1.7,6,0.83,158.337497,465.85,0,228.9447141,3450,0
17.9301,-87.9394,301.55,300.91,1.7,6,0.83,158.337497,465.85,0,228.9447141,3450,0
17.9385,-87.9349,302.17,300.93,10,7,-0.37,159.3744476,465.85,0,229.8505354,3450,0
17.9385,-87.9349,302.17,300.93,10,7,-0.37,159.3744476,465.85,0,229.8505354,3450,0
17.994,-87.9047,301.43,300.85,3.3,6,1.43,166.2452913,465.85,0,235.8634485,3450,0
17.994,-87.9047,301.43,300.85,3.3,6,1.43,166.2452913,465.85,0,235.8634485,3450,0
18.0863,-87.8659,262.15,300.75,2,4,-0.3,177.2854104,465.85,0,245.996581,3450,0
