Latitude_Degrees,Longitude_Degrees,ClimSST,Temperature_Mean,Depth_m,Windspeed,SSTA,Distance_to_Plastic_km,Nearest_Plastic_Weight_kg,Is_Heavily_Polluted,Distance_to_Oil_Spill_km,Nearest_Oil_Spill_Gallons,Percent_Bleaching
2.7402,104.1316,302.87,301.86,3,4,-0.65,101.4139774,83.37,0,1478.753386,3450,0
2.7402,104.1316,302.87,301.86,3,4,-0.65,101.4139774,83.37,0,1478.753386,3450,0
2.7402,104.1316,302.68,301.86,4,1,0.29,101.4139774,83.37,0,1478.753386,3450,0
2.7402,104.1316,302.68,301.86,4,1,0.29,101.4139774,83.37,0,1478.753386,3450,0
2.7411,104.2181,301.92,301.72,6,2,1.25,101.9990105,83.37,0,1469.620475,3450,0
2.7411,104.2181,301.92,301.72,6,2,1.25,101.9990105,83.37,0,1469.620475,3450,0
2.742,104.2177,302.14,301.72,7.5,2,-0.19,101.8943929,83.37,0,1469.693018,3450,0
2.742,104.2177,302.14,301.72,7.5,2,-0.19,101.8943929,83.37,0,1469.693018,3450,0
2.7509,104.2202,302.95,301.75,11,2,0.91,100.9451235,83.37,0,1469.727155,3450,0
2.7509,104.2202,302.95,301.75,11,2,0.91,100.9451235,83.37,0,1469.727155,3450,0
2.7599,104.2219,302.21,301.75,6.5,2,-0.11,99.97525342,83.37,0,1469.850047,3450,0
2.7599,104.2219,302.21,301.75,6.5,2,-0.11,99.97525342,83.37,0,1469.850047,3450,0
2.7599,104.2219,301.74,301.75,6.5,1,2.61,99.97525342,83.37,0,1469.850047,3450,0
2.7599,104.2219,301.74,301.75,6.5,1,2.61,99.97525342,83.37,0,1469.850047,3450,0
2.7603,104.2204,303.06,301.75,9,2,0.24,99.91047007,83.37,0,1470.022292,3450,0
2.7603,104.2204,303.06,301.75,9,2,0.24,99.91047007,83.37,0,1470.022292,3450,0
2.7809,104.2103,302.95,301.75,12,2,0.91,97.50268689,83.37,0,1471.786381,3450,0
2.7809,104.2103,302.95,301.75,12,2,0.91,97.50268689,83.37,0,1471.786381,3450,0
2.7809,104.2103,303.03,301.75,8,2,-1.06,97.50268689,83.37,0,1471.786381,3450,0
2.7809,104.2103,303.03,301.75,8,2,-1.06,97.50268689,83.37,0,1471.786381,3450,0
2.7809,104.2103,303.03,301.75,5,2,-1.06,97.50268689,83.37,0,1471.786381,3450,0
2.7809,104.2103,303.03,301.75,5,2,-1.06,97.50268689,83.37,0,1471.786381,3450,0
2.7898,104.1167,262.15,301.85,4,3,-0.01,95.87240831,83.37,0,1481.992256,3450,0
2.7898,104.1167,262.15,301.85,4,3,-0.01,95.87240831,83.37,0,1481.992256,3450,0
2.7957,104.2144,303.1,301.72,4,1,0.26,95.9222296,83.37,0,1471.854021,3450,0
2.7957,104.2144,303.1,301.72,4,1,0.26,95.9222296,83.37,0,1471.854021,3450,0
2.7957,104.2144,303.1,301.72,5,1,0.26,95.9222296,83.37,0,1471.854021,3450,0
2.7957,104.2144,303.1,301.72,5,1,0.26,95.9222296,83.37,0,1471.854021,3450,0
2.804,104.2098,303.12,301.72,11,2,0.41,94.94496722,83.37,0,1472.622373,3450,0
2.804,104.2098,303.12,301.72,11,2,0.41,94.94496722,83.37,0,1472.622373,3450,0
2.8095,104.1353,262.15,301.83,6,1,0.45,93.72224119,83.37,0,1480.688744,3450,0
2.8095,104.1353,262.15,301.83,6,1,0.45,93.72224119,83.37,0,1480.688744,3450,0
2.8105,104.1356,262.15,301.83,7.3,3,0.28,93.61212192,83.37,0,1480.690853,3450,0
2.8105,104.1356,262.15,301.83,7.3,3,0.28,93.61212192,83.37,0,1480.690853,3450,0
2.8105,104.1356,262.15,301.83,6,3,-0.19,93.61212192,83.37,0,1480.690853,3450,0
2.8105,104.1356,262.15,301.83,6,3,-0.19,93.61212192,83.37,0,1480.690853,3450,0
2.8105,104.1363,262.15,301.83,10,2,0.89,93.61455685,83.37,0,1480.616801,3450,0
2.8105,104.1363,262.15,301.83,10,2,0.89,93.61455685,83.37,0,1480.616801,3450,0
2.8106,104.1354,262.15,301.83,8,3,-0.5,93.6003238,83.37,0,1480.715396,3450,0
2.8106,104.1354,262.15,301.83,8,3,-0.5,93.6003238,83.37,0,1480.715396,3450,0
2.8114,104.1361,262.15,301.83,6.5,2,0.22,93.51382885,83.37,0,1480.668429,3450,0
2.8114,104.1361,262.15,301.83,6.5,2,0.22,93.51382885,83.37,0,1480.668429,3450,0
2.8114,104.1361,262.15,301.83,6.5,2,-1.25,93.51382885,83.37,0,1480.668429,3450,0
2.8114,104.1361,262.15,301.83,6.5,2,-1.25,93.51382885,83.37,0,1480.668429,3450,0
2.8114,104.1361,262.15,301.83,6,3,0.05,93.51382885,83.37,0,1480.668429,3450,0
2.8114,104.1361,262.15,301.83,6,3,0.05,93.51382885,83.37,0,1480.668429,3450,0
2.8114,104.1361,262.15,301.83,6,3,-0.23,93.51382885,83.37,0,1480.668429,3450,0
2.8114,104.1361,262.15,301.83,6,3,-0.23,93.51382885,83.37,0,1480.668429,3450,0
2.815,104.1518,262.15,301.83,4,2,-0.48,93.18522906,83.37,0,1479.12975,3450,0
2.815,104.1518,262.15,301.83,4,2,-0.48,93.18522906,83.37,0,1479.12975,3450,0
2.815,104.1518,262.15,301.83,5,2,0.91,93.18522906,83.37,0,1479.12975,3450,0
2.815,104.1518,262.15,301.83,5,2,0.91,93.18522906,83.37,0,1479.12975,3450,0
2.815,104.1518,262.15,301.83,4.5,2,-1.54,93.18522906,83.37,0,1479.12975,3450,0
2.815,104.1518,262.15,301.83,4.5,2,-1.54,93.18522906,83.37,0,1479.12975,3450,0
2.815,104.1518,262.15,301.83,6,3,-0.23,93.18522906,83.37,0,1479.12975,3450,0
2.815,104.1518,262.15,301.83,6,3,-0.23,93.18522906,83.37,0,1479.12975,3450,0
2.8167,104.1509,262.15,301.83,6,4,0.22,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,6,4,0.22,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,9.2,2,1.34,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,9.2,2,1.34,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,8,2,0.91,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,8,2,0.91,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,5,2,0.08,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,5,2,0.08,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,7,3,-0.19,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,7,3,-0.19,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,7,4,-0.54,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,7,4,-0.54,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,8,2,-0.27,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,8,2,-0.27,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,5,3,-0.19,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,5,3,-0.19,92.99144947,83.37,0,1479.282619,3450,0
2.8167,104.1509,262.15,301.83,6,4,-0.2,92.99144947,83.37,0,1479.282619,3450,0
2.8181,104.1539,262.15,301.83,6,1,0.89,92.85303949,83.37,0,1479.012862,3450,0
2.8181,104.1539,262.15,301.83,6,1,0.89,92.85303949,83.37,0,1479.012862,3450,0
2.8181,104.1539,262.15,301.83,5,1,0.45,92.85303949,83.37,0,1479.012862,3450,0
2.8181,104.1539,262.15,301.83,5,1,0.45,92.85303949,83.37,0,1479.012862,3450,0
2.8241,104.1882,262.15,301.75,5.5,3,0.23,92.46849726,83.37,0,1475.590248,3450,0
2.8241,104.1882,262.15,301.75,5.5,3,0.23,92.46849726,83.37,0,1475.590248,3450,0
2.8269,104.1574,262.15,301.75,7,3,-0.29,91.89756698,83.37,0,1478.94187,3450,0
2.8269,104.1574,262.15,301.75,7,3,-0.29,91.89756698,83.37,0,1478.94187,3450,0
2.8269,104.1574,262.15,301.75,7.5,2,0.08,91.89756698,83.37,0,1478.94187,3450,0
2.8269,104.1574,262.15,301.75,7.5,2,0.08,91.89756698,83.37,0,1478.94187,3450,0
2.8746,104.1864,303.15,301.71,4,1,1.62,86.85999496,83.37,0,1477.51098,3450,0
2.8746,104.1864,303.15,301.71,4,1,1.62,86.85999496,83.37,0,1477.51098,3450,0
2.8746,104.1864,303.15,301.71,7,1,1.62,86.85999496,83.37,0,1477.51098,3450,0
2.8746,104.1864,303.15,301.71,7,1,1.62,86.85999496,83.37,0,1477.51098,3450,0
2.8749,104.1509,301.88,301.8,2.1,4,0.12,86.52838645,83.37,0,1481.270227,3450,0
2.8749,104.1509,301.88,301.8,2.1,4,0.12,86.52838645,83.37,0,1481.270227,3450,0
2.876,104.148,301.84,301.8,5,2,1.38,86.38973077,83.37,0,1481.614322,3450,0
2.876,104.148,301.84,301.8,5,2,1.38,86.38973077,83.37,0,1481.614322,3450,0
2.876,104.148,301.88,301.8,3.4,4,0.12,86.38973077,83.37,0,1481.614322,3450,0
2.876,104.148,301.88,301.8,3.4,4,0.12,86.38973077,83.37,0,1481.614322,3450,0
2.8884,104.0672,302.94,301.77,9,1,-0.3,85.03521976,83.37,0,1490.575062,3450,0
2.8884,104.0672,302.94,301.77,9,1,-0.3,85.03521976,83.37,0,1490.575062,3450,0
2.8884,104.0672,302.94,301.77,10,1,-0.3,85.03521976,83.37,0,1490.575062,3450,0
2.8884,104.0672,302.94,301.77,10,1,-0.3,85.03521976,83.37,0,1490.575062,3450,0
2.8884,104.0672,301.72,301.77,7,2,0.56,85.03521976,83.37,0,1490.575062,3450,0
2.8884,104.0672,301.72,301.77,7,2,0.56,85.03521976,83.37,0,1490.575062,3450,0
2.8884,104.0672,303.22,301.77,7,2,0.68,85.03521976,83.37,0,1490.575062,3450,0
2.8884,104.0672,303.22,301.77,7,2,0.68,85.03521976,83.37,0,1490.575062,3450,0
2.8979,104.0496,303.17,301.77,4,1,0.29,84.11245019,83.37,0,1492.760029,3450,0
2.8979,104.0496,303.17,301.77,4,1,0.29,84.11245019,83.37,0,1492.760029,3450,0
2.8979,104.0496,303.17,301.77,8,1,0.29,84.11245019,83.37,0,1492.760029,3450,0
2.8979,104.0496,303.17,301.77,8,1,0.29,84.11245019,83.37,0,1492.760029,3450,0
2.9002,104.0509,301.73,301.77,12,3,-0.1,83.84617897,83.37,0,1492.701579,3450,0
2.9002,104.0509,301.73,301.77,12,3,-0.1,83.84617897,83.37,0,1492.701579,3450,0
2.9002,104.0509,303.22,301.77,12,2,0.68,83.84617897,83.37,0,1492.701579,3450,0
2.9002,104.0509,303.22,301.77,12,2,0.68,83.84617897,83.37,0,1492.701579,3450,0
2.9023,104.1025,301.49,301.79,8,1,0.38,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,301.49,301.79,8,1,0.38,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,302.58,301.76,7.7,1,0.7,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,302.58,301.76,7.7,1,0.7,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,302.39,301.76,8,1,-1.71,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,302.39,301.76,8,1,-1.71,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,302.29,301.76,7,2,-0.11,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,302.29,301.76,7,2,-0.11,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,301.89,301.76,7,2,-0.37,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,301.89,301.76,7,2,-0.37,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,303.05,301.76,7,2,-0.14,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,303.05,301.76,7,2,-0.14,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,302.35,301.76,7.5,3,0.44,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,302.35,301.76,7.5,3,0.44,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,301.23,301.79,8.3,2,0.26,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,301.23,301.79,8.3,2,0.26,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,303.05,301.76,8,1,-0.94,83.36332602,83.37,0,1487.324198,3450,0
2.9023,104.1025,303.05,301.76,8,1,-0.94,83.36332602,83.37,0,1487.324198,3450,0
2.9036,104.1133,302.17,301.8,6.5,1,1.48,83.21617325,83.37,0,1486.228716,3450,0
2.9036,104.1133,302.17,301.8,6.5,1,1.48,83.21617325,83.37,0,1486.228716,3450,0
2.9132,104.1834,302.95,301.71,9,2,0.25,82.55594976,83.37,0,1479.162915,3450,0
2.9132,104.1834,302.95,301.71,9,2,0.25,82.55594976,83.37,0,1479.162915,3450,0
2.9132,104.1834,303.04,301.71,6,2,0.55,82.55594976,83.37,0,1479.162915,3450,0
2.9132,104.1834,303.04,301.71,6,2,0.55,82.55594976,83.37,0,1479.162915,3450,0
2.9132,104.1834,302.95,301.71,5,2,0.25,82.55594976,83.37,0,1479.162915,3450,0
2.9132,104.1834,302.95,301.71,5,2,0.25,82.55594976,83.37,0,1479.162915,3450,0
2.932,104.0971,303.19,301.77,9.5,2,0.38,80.06907369,83.37,0,1488.920378,3450,0
2.932,104.0971,303.19,301.77,9.5,2,0.38,80.06907369,83.37,0,1488.920378,3450,0
2.932,104.0971,303.19,301.77,5,2,0.38,80.06907369,83.37,0,1488.920378,3450,0
2.932,104.0971,303.19,301.77,5,2,0.38,80.06907369,83.37,0,1488.920378,3450,0
3.9508,113.5117,303.31,302.77,15,1,0.74,121.8971633,12.24,0,687.5136469,3450,0
3.9508,113.5117,303.31,302.77,15,1,0.74,121.8971633,12.24,0,687.5136469,3450,0
3.9644,113.5389,303.3,302.73,12.5,1,0.6,122.0699078,12.24,0,687.1876248,3450,0
3.9644,113.5389,303.3,302.73,12.5,1,0.6,122.0699078,12.24,0,687.1876248,3450,0
3.9656,113.5406,303.3,302.73,10.4,1,0.6,122.0502382,12.24,0,687.2007991,3450,0
3.9656,113.5406,303.3,302.73,10.4,1,0.6,122.0502382,12.24,0,687.2007991,3450,0
3.9945,100.5357,302.94,302.97,5,3,0.67,104.9855397,484.52,0,1901.380014,3450,0
3.9945,100.5357,302.94,302.97,5,3,0.67,104.9855397,484.52,0,1901.380014,3450,0
3.9945,100.5357,302.79,302.97,5,1,-0.74,104.9855397,484.52,0,1901.380014,3450,0
3.9945,100.5357,302.79,302.97,5,1,-0.74,104.9855397,484.52,0,1901.380014,3450,0
3.9945,100.5357,302.73,302.97,5,1,-0.21,104.9855397,484.52,0,1901.380014,3450,0
3.9945,100.5357,302.73,302.97,5,1,-0.21,104.9855397,484.52,0,1901.380014,3450,0
4.0008,100.5491,302.84,302.97,5,1,-1.2,103.3831466,484.52,0,1900.17619,3450,0
4.0008,100.5491,302.84,302.97,5,1,-1.2,103.3831466,484.52,0,1900.17619,3450,0
4.0027,100.5449,302.76,302.97,5,1,1.18,103.7935688,484.52,0,1900.684225,3450,0
4.0027,100.5449,302.76,302.97,5,1,1.18,103.7935688,484.52,0,1900.684225,3450,0
4.0286,100.5437,302.76,302.97,5,1,1.18,103.3556552,484.52,0,1901.687458,3450,0
4.0286,100.5437,302.76,302.97,5,1,1.18,103.3556552,484.52,0,1901.687458,3450,0
4.1043,118.6316,301.07,301.87,5,3,0.58,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,301.07,301.87,5,3,0.58,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,300.98,301.88,5,2,0.29,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,300.98,301.88,5,2,0.29,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,300.92,301.88,5,2,0.84,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,300.92,301.88,5,2,0.84,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,300.96,301.87,5,3,0.43,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,300.96,301.87,5,3,0.43,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,301.22,301.87,5,2,-0.1,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6316,301.22,301.87,5,2,-0.1,41.6307849,116.01,0,631.8053562,3450,0
4.1043,118.6352,301.07,301.87,5,3,-0.54,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.07,301.87,5,3,-0.54,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,300.98,301.88,5,2,0.29,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,300.98,301.88,5,2,0.29,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,300.88,301.88,10,1,1.32,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,300.88,301.88,10,1,1.32,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,300.98,301.88,10,2,0.29,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,300.98,301.88,10,2,0.29,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,300.88,301.88,5,1,1.32,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,300.88,301.88,5,1,1.32,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.07,301.87,10,3,-0.54,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.07,301.87,10,3,-0.54,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.07,301.87,10,3,0.58,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.07,301.87,10,3,0.58,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.07,301.87,5,3,0.58,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.07,301.87,5,3,0.58,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.22,301.87,5,2,-0.1,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.22,301.87,5,2,-0.1,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.22,301.87,10,2,-0.1,41.23466484,116.01,0,631.9334813,3450,0
4.1043,118.6352,301.22,301.87,10,2,-0.1,41.23466484,116.01,0,631.9334813,3450,0
4.1057,118.6287,301.07,301.87,5,3,-0.54,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,301.07,301.87,5,3,-0.54,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,301.22,301.87,5,2,-0.02,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,301.22,301.87,5,2,-0.02,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,301.37,301.87,5,1,-0.46,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,301.37,301.87,5,1,-0.46,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,301.08,301.88,5,2,-1.21,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,301.08,301.88,5,2,-1.21,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,300.92,301.88,5,2,0.84,41.93091807,116.01,0,631.8497909,3450,0
4.1057,118.6287,300.92,301.88,5,2,0.84,41.93091807,116.01,0,631.8497909,3450,0
4.1061,118.6361,302.63,301.87,9,1,0.58,41.11083139,116.01,0,632.1550883,3450,0
4.1061,118.6361,302.63,301.87,9,1,0.58,41.11083139,116.01,0,632.1550883,3450,0
4.1061,118.6361,302.63,301.87,3,1,0.58,41.11083139,116.01,0,632.1550883,3450,0
4.1061,118.6361,302.63,301.87,3,1,0.58,41.11083139,116.01,0,632.1550883,3450,0
4.1075,118.6363,300.98,301.88,5,2,0.29,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,300.98,301.88,5,2,0.29,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,301.37,301.87,5,1,-0.46,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,301.37,301.87,5,1,-0.46,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,300.88,301.88,5,1,1.32,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,300.88,301.88,5,1,1.32,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,301.07,301.87,5,3,0.58,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,301.07,301.87,5,3,0.58,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,301.07,301.87,5,3,-0.54,41.07016884,116.01,0,632.309637,3450,0
4.1075,118.6363,301.07,301.87,5,3,-0.54,41.07016884,116.01,0,632.309637,3450,0
4.1093,118.6257,301.07,301.87,5,3,0.58,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,301.07,301.87,5,3,0.58,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,300.96,301.87,4.5,3,0.43,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,300.96,301.87,4.5,3,0.43,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,301.37,301.87,5,1,-0.46,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,301.37,301.87,5,1,-0.46,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,300.88,301.88,5,1,1.32,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,300.88,301.88,5,1,1.32,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,300.98,301.88,5,2,0.29,42.21535342,116.01,0,632.122691,3450,0
4.1093,118.6257,300.98,301.88,5,2,0.29,42.21535342,116.01,0,632.122691,3450,0
4.1118,118.6249,301.08,301.88,5,2,-1.21,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,301.08,301.88,5,2,-1.21,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,300.88,301.88,5,1,1.32,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,300.88,301.88,5,1,1.32,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,301.37,301.87,5,1,-0.46,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,301.37,301.87,5,1,-0.46,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,301.07,301.87,5,3,0.58,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,301.07,301.87,5,3,0.58,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,300.96,301.87,5,3,0.43,42.27393764,116.01,0,632.3577996,3450,0
4.1118,118.6249,300.96,301.87,5,3,0.43,42.27393764,116.01,0,632.3577996,3450,0
4.1135,118.636,300.92,301.88,5,2,0.84,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,300.92,301.88,5,2,0.84,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,300.98,301.88,5,2,0.29,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,300.98,301.88,5,2,0.29,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,301.37,301.87,5,1,-0.46,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,301.37,301.87,5,1,-0.46,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,301.07,301.87,5,3,-0.54,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,301.07,301.87,5,3,-0.54,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,301.22,301.87,5,2,-0.02,41.02995996,116.01,0,632.9308193,3450,0
4.1135,118.636,301.22,301.87,5,2,-0.02,41.02995996,116.01,0,632.9308193,3450,0
4.1152,118.6248,301.07,301.87,5,3,-0.54,42.24761782,116.01,0,632.712565,3450,0
4.1152,118.6248,301.07,301.87,5,3,-0.54,42.24761782,116.01,0,632.712565,3450,0
4.1152,118.6248,301.37,301.87,5,1,-0.46,42.24761782,116.01,0,632.712565,3450,0
4.1152,118.6248,301.37,301.87,5,1,-0.46,42.24761782,116.01,0,632.712565,3450,0
4.1152,118.6248,301.08,301.88,5,2,-1.21,42.24761782,116.01,0,632.712565,3450,0
4.1152,118.6248,301.08,301.88,5,2,-1.21,42.24761782,116.01,0,632.712565,3450,0
4.1179,118.6257,302.63,301.87,3,1,0.58,42.12090958,116.01,0,633.0289476,3450,0
4.1179,118.6257,302.63,301.87,3,1,0.58,42.12090958,116.01,0,633.0289476,3450,0
4.1179,118.6257,302.63,301.87,10,1,0.58,42.12090958,116.01,0,633.0289476,3450,0
4.1179,118.6257,302.63,301.87,10,1,0.58,42.12090958,116.01,0,633.0289476,3450,0
4.1182,118.6279,300.88,301.88,5,1,1.32,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,300.88,301.88,5,1,1.32,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,301.22,301.87,5,2,-0.1,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,301.22,301.87,5,2,-0.1,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,301.08,301.88,5,2,-1.21,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,301.08,301.88,5,2,-1.21,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,301.07,301.87,5,3,0.58,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,301.07,301.87,5,3,0.58,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,300.96,301.87,4.5,3,0.43,41.87493074,116.01,0,633.1384265,3450,0
4.1182,118.6279,300.96,301.87,4.5,3,0.43,41.87493074,116.01,0,633.1384265,3450,0
4.1188,118.6291,301.08,301.88,5,2,-1.21,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,301.08,301.88,5,2,-1.21,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,301.07,301.87,5,3,0.58,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,301.07,301.87,5,3,0.58,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,300.96,301.87,5,3,0.43,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,300.96,301.87,5,3,0.43,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,301.37,301.87,5,1,-0.46,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,301.37,301.87,5,1,-0.46,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,300.92,301.88,5,2,0.84,41.73656474,116.01,0,633.2441537,3450,0
4.1188,118.6291,300.92,301.88,5,2,0.84,41.73656474,116.01,0,633.2441537,3450,0
4.1189,118.6342,301.07,301.87,5,3,0.58,41.17208877,116.01,0,633.4356024,3450,0
4.1189,118.6342,301.07,301.87,5,3,0.58,41.17208877,116.01,0,633.4356024,3450,0
4.1189,118.6342,300.96,301.87,5,3,0.43,41.17208877,116.01,0,633.4356024,3450,0
4.1189,118.6342,300.96,301.87,5,3,0.43,41.17208877,116.01,0,633.4356024,3450,0
4.1189,118.6342,301.22,301.87,5,2,-0.1,41.17208877,116.01,0,633.4356024,3450,0
4.1189,118.6342,301.22,301.87,5,2,-0.1,41.17208877,116.01,0,633.4356024,3450,0
4.1189,118.6342,300.88,301.88,5,1,1.32,41.17208877,116.01,0,633.4356024,3450,0
4.1189,118.6342,300.88,301.88,5,1,1.32,41.17208877,116.01,0,633.4356024,3450,0
4.1189,118.6342,301.08,301.88,5,2,-1.21,41.17208877,116.01,0,633.4356024,3450,0
